,chrom,gene_id,openness_score,openness_gene,openness_promoter,avg_pValue,A_g_max,A_g_sum
48,chr3R,FBgn0037218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,chr3R,FBgn0037218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,chr3R,FBgn0037218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,chr3R,FBgn0037218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,chr3R,FBgn0051516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,chr3R,FBgn0261436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,chr3R,FBgn0037220,27.583415,36.407284,0.000000,3.960047,0.041582,0.000445
55,chr3R,FBgn0015331,23.395386,0.000000,116.696186,4.414740,0.035269,0.000377
56,chr3R,FBgn0010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,chr3R,FBgn0010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,chr3R,FBgn0010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,chr3R,FBgn0010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,chr3R,FBgn0010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,chr3R,FBgn0010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,chr3R,FBgn0010225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,chr3R,FBgn0267988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,chr3R,FBgn0037222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,chr3R,FBgn0037222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,chr3R,FBgn0037222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,chr3R,FBgn0085334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,chr3R,FBgn0037223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,chr3R,FBgn0037224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,chr3R,FBgn0037225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,chr3R,FBgn0037225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,chr3R,FBgn0037225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,chr3R,FBgn0250821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,chr3R,FBgn0250821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,chr3R,FBgn0037227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,chr3R,FBgn0041621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,chr3R,FBgn0037228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
78,chr3R,FBgn0037228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,chr3R,FBgn0037229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,chr3R,FBgn0267157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
82,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
84,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
87,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
88,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
89,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
91,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
92,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
101,chr3R,FBgn0041605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
102,chr3R,FBgn0037230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
103,chr3R,FBgn0262214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104,chr3R,FBgn0037231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
105,chr3R,FBgn0037231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106,chr3R,FBgn0027930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
107,chr3R,FBgn0027930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
108,chr3R,FBgn0027930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
109,chr3R,FBgn0267815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110,chr3R,FBgn0037232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
111,chr3R,FBgn0037232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112,chr3R,FBgn0261086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
113,chr3R,FBgn0261086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
114,chr3R,FBgn0261086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
115,chr3R,FBgn0037234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
116,chr3R,FBgn0037234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117,chr3R,FBgn0037234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
118,chr3R,FBgn0037234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119,chr3R,FBgn0027866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,chr3R,FBgn0027866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121,chr3R,FBgn0037236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122,chr3R,FBgn0037236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123,chr3R,FBgn0040687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124,chr3R,FBgn0037235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125,chr3R,FBgn0037235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126,chr3R,FBgn0261434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127,chr3R,FBgn0037238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128,chr3R,FBgn0037238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129,chr3R,FBgn0037238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130,chr3R,FBgn0037238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131,chr3R,FBgn0266227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132,chr3R,FBgn0037239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133,chr3R,FBgn0037239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
134,chr3R,FBgn0037239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
135,chr3R,FBgn0037239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
136,chr3R,FBgn0037240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
137,chr3R,FBgn0003882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138,chr3R,FBgn0037241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139,chr3R,FBgn0037241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
140,chr3R,FBgn0086608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
141,chr3R,FBgn0086608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
142,chr3R,FBgn0086608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
143,chr3R,FBgn0086608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
144,chr3R,FBgn0267814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
145,chr3R,FBgn0267661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
146,chr3R,FBgn0267661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
147,chr3R,FBgn0037242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
148,chr3R,FBgn0037242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
149,chr3R,FBgn0086605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
150,chr3R,FBgn0086605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
151,chr3R,FBgn0086605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
152,chr3R,FBgn0037244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
153,chr3R,FBgn0266697,41.614189,83.311774,0.000000,3.552834,0.062734,0.000671
154,chr3R,FBgn0263594,23.000771,15.676808,83.145150,3.983787,0.034674,0.000371
155,chr3R,FBgn0052944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
156,chr3R,FBgn0052944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
157,chr3R,FBgn0052944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
158,chr3R,FBgn0051528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
159,chr3R,FBgn0037248,9.390657,10.075906,0.000000,4.414740,0.014157,0.000151
160,chr3R,FBgn0037248,9.938119,10.708874,0.000000,4.414740,0.014982,0.000160
161,chr3R,FBgn0037248,9.938119,10.708874,0.000000,4.414740,0.014982,0.000160
162,chr3R,FBgn0051525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
163,chr3R,FBgn0037249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
164,chr3R,FBgn0037249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
165,chr3R,FBgn0037250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166,chr3R,FBgn0267813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
167,chr3R,FBgn0037251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
168,chr3R,FBgn0037251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
169,chr3R,FBgn0264983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
170,chr3R,FBgn0037252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
171,chr3R,FBgn0051522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
172,chr3R,FBgn0051522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
173,chr3R,FBgn0051522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
174,chr3R,FBgn0051522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
175,chr3R,FBgn0051522,7.221813,7.539507,0.000000,4.021677,0.010887,0.000116
176,chr3R,FBgn0051522,7.221813,7.539507,0.000000,4.021677,0.010887,0.000116
177,chr3R,FBgn0051522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
178,chr3R,FBgn0263620,77.385710,53.895618,152.084203,4.051734,0.116660,0.001248
179,chr3R,FBgn0263620,46.146490,63.149619,0.000000,4.021677,0.069566,0.000744
180,chr3R,FBgn0263620,68.885878,0.000000,171.388065,4.021677,0.103846,0.001111
181,chr3R,FBgn0051523,2.877715,2.982086,0.000000,3.831876,0.004338,0.000046
182,chr3R,FBgn0051523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
183,chr3R,FBgn0051523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
184,chr3R,FBgn0051523,2.951683,0.000000,82.222076,3.831876,0.004450,0.000048
185,chr3R,FBgn0051523,2.898205,3.004095,0.000000,3.831876,0.004369,0.000047
186,chr3R,FBgn0051523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
187,chr3R,FBgn0051523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
188,chr3R,FBgn0037254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
189,chr3R,FBgn0037255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
190,chr3R,FBgn0085386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
191,chr3R,FBgn0085386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
192,chr3R,FBgn0085386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
193,chr3R,FBgn0085386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
194,chr3R,FBgn0085454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
195,chr3R,FBgn0051526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
196,chr3R,FBgn0037260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
197,chr3R,FBgn0052945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
198,chr3R,FBgn0267118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
199,chr3R,FBgn0265376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
200,chr3R,FBgn0265376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
201,chr3R,FBgn0087012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
202,chr3R,FBgn0087012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
203,chr3R,FBgn0087012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
204,chr3R,FBgn0087012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
205,chr3R,FBgn0087012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
206,chr3R,FBgn0267233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
207,chr3R,FBgn0037261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
208,chr3R,FBgn0037261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
209,chr3R,FBgn0037261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
210,chr3R,FBgn0037261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
211,chr3R,FBgn0286036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
212,chr3R,FBgn0037262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
213,chr3R,FBgn0037262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
214,chr3R,FBgn0037262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
215,chr3R,FBgn0037262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
216,chr3R,FBgn0037262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
217,chr3R,FBgn0037263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
218,chr3R,FBgn0040466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
219,chr3R,FBgn0022981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
220,chr3R,FBgn0022981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
221,chr3R,FBgn0265038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
222,chr3R,FBgn0087013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
223,chr3R,FBgn0087013,6.554756,7.176650,0.000000,3.235731,0.009881,0.000106
224,chr3R,FBgn0037265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
225,chr3R,FBgn0037265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
226,chr3R,FBgn0263346,1.657407,0.000000,175.240927,3.765134,0.002499,0.000027
227,chr3R,FBgn0263346,1.657407,0.000000,175.240927,3.765134,0.002499,0.000027
228,chr3R,FBgn0263346,1.657407,0.000000,175.240927,3.765134,0.002499,0.000027
229,chr3R,FBgn0263346,1.649668,0.000000,175.240927,3.765134,0.002487,0.000027
230,chr3R,FBgn0263346,1.897286,0.000000,175.240927,3.765134,0.002860,0.000031
231,chr3R,FBgn0263346,1.657407,0.000000,175.240927,3.765134,0.002499,0.000027
232,chr3R,FBgn0263346,1.897286,0.000000,175.240927,3.765134,0.002860,0.000031
233,chr3R,FBgn0263346,1.897286,0.000000,175.240927,3.765134,0.002860,0.000031
234,chr3R,FBgn0263346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
235,chr3R,FBgn0263346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
236,chr3R,FBgn0265039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
237,chr3R,FBgn0265040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
238,chr3R,FBgn0053927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
239,chr3R,FBgn0037270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
240,chr3R,FBgn0266228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241,chr3R,FBgn0027570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
242,chr3R,FBgn0027570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
243,chr3R,FBgn0027570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
244,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
245,chr3R,FBgn0026620,14.399877,15.607718,0.000000,4.566052,0.021708,0.000232
246,chr3R,FBgn0026620,16.510667,0.000000,186.075214,4.566052,0.024890,0.000266
247,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
248,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
249,chr3R,FBgn0026620,16.313801,17.881531,0.000000,4.566052,0.024593,0.000263
250,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
251,chr3R,FBgn0026620,16.510667,0.000000,186.075214,4.566052,0.024890,0.000266
252,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
253,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
254,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
255,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
256,chr3R,FBgn0026620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
257,chr3R,FBgn0267812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
258,chr3R,FBgn0283546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
259,chr3R,FBgn0010750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
260,chr3R,FBgn0010750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
261,chr3R,FBgn0264907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
262,chr3R,FBgn0264907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
263,chr3R,FBgn0264907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
264,chr3R,FBgn0264907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
265,chr3R,FBgn0264897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
266,chr3R,FBgn0037275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
267,chr3R,FBgn0037276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
268,chr3R,FBgn0260794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
269,chr3R,FBgn0260794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
270,chr3R,FBgn0260794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
271,chr3R,FBgn0260794,4.455599,2.548246,78.529572,3.575551,0.006717,0.000072
272,chr3R,FBgn0260794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
273,chr3R,FBgn0260794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
274,chr3R,FBgn0260794,4.455599,2.548246,78.529572,3.575551,0.006717,0.000072
275,chr3R,FBgn0260794,4.455599,2.548246,78.529572,3.575551,0.006717,0.000072
276,chr3R,FBgn0260794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
277,chr3R,FBgn0260794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
278,chr3R,FBgn0260794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
279,chr3R,FBgn0026417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
280,chr3R,FBgn0026417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
281,chr3R,FBgn0037279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
282,chr3R,FBgn0037279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
283,chr3R,FBgn0037279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
284,chr3R,FBgn0037279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
285,chr3R,FBgn0037280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
286,chr3R,FBgn0037282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
287,chr3R,FBgn0037282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
288,chr3R,FBgn0037282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
289,chr3R,FBgn0037283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
290,chr3R,FBgn0037284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
291,chr3R,FBgn0003002,2.152858,0.000000,76.064793,3.235731,0.003245,0.000035
292,chr3R,FBgn0020280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
293,chr3R,FBgn0020280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
294,chr3R,FBgn0267140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
295,chr3R,FBgn0004913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
296,chr3R,FBgn0004913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
297,chr3R,FBgn0265082,1.187276,1.204226,0.000000,3.149019,0.001790,0.000019
298,chr3R,FBgn0265082,1.398157,1.421722,0.000000,3.149019,0.002108,0.000023
299,chr3R,FBgn0265082,2.989354,3.099184,0.000000,3.149019,0.004506,0.000048
300,chr3R,FBgn0265082,1.187276,1.204226,0.000000,3.149019,0.001790,0.000019
301,chr3R,FBgn0266698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
302,chr3R,FBgn0004183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
303,chr3R,FBgn0004436,10.896499,12.283881,0.000000,4.197786,0.016427,0.000176
304,chr3R,FBgn0004436,14.175375,16.616879,0.000000,4.197786,0.021370,0.000229
305,chr3R,FBgn0037288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
306,chr3R,FBgn0037288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
307,chr3R,FBgn0250839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
